Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
day6_rescue_0eedf705		I watch as the window flexes, and shatters, and a rush of hot air rushes out.	game/events/plot/prologue/day6.rpy	183	"[what]"
day6_rescue_de04e554		owie	game/events/plot/prologue/day6.rpy	195	"[what]"
day6_rescue_a2a4e25c		The room is thankfully not itself burning, but it's filled with smoke.	game/events/plot/prologue/day6.rpy	198	"[what]"
day6_rescue_60943459		I leap through, covering my mouth and face with my shirt, looking frantically around. I don't see the shrinekeeper anyway, but notice the door is open.	game/events/plot/prologue/day6.rpy	198	"[what]"
day6_rescue_122d289e		I rush out into the hall and see her. The old woman looks so frail lying in the hall, I can't tell if she's breathing.	game/events/plot/prologue/day6.rpy	198	"[what]"
day6_rescue_6272b049		I lift her in my arms and carry her back to the window.	game/events/plot/prologue/day6.rpy	198	"[what]"
day6_rescue_2dc19651		I have to push out the remaining sharp edges of the shattered glass before I can push her out the window and follow after.	game/events/plot/prologue/day6.rpy	198	"[what]"
day6_rescue_e9f21470		I rush to carry her away from the burning remains of the temple and towards fresh air.	game/events/plot/prologue/day6.rpy	198	"[what]"
day6_rescue_a20cefa7		...	game/events/plot/prologue/day6.rpy	198	"[what]"
day6_rescue_80e680b3		I make it our of the temple entrance and onto the street which by now is filled with onlookers.	game/events/plot/prologue/day6.rpy	198	"[what]"
day6_rescue_2f308f7f		I put the Shrinekeeper onto the ground, my strength finally failing me, and inspect her.	game/events/plot/prologue/day6.rpy	198	"[what]"
day6_rescue_40650de4		The wasn't burned but... I don't think she's breathing either.	game/events/plot/prologue/day6.rpy	198	"[what]"
day6_rescue_38499a7b	mc.says	Help! Can anyone help her?	game/events/plot/prologue/day6.rpy	223	mc.says "[what]"
day6_rescue_05e1c8d5		An older gentleman pushes through the crowd and comes up to us.	game/events/plot/prologue/day6.rpy	225	"[what]"
day6_rescue_6b0a68a4	"Old man"	Give her here	game/events/plot/prologue/day6.rpy	229	"Old man" "[what]"
day6_rescue_7411cb4b		He nudges me out of the way as he lays his hands on her chest and throat.	game/events/plot/prologue/day6.rpy	231	"[what]"
day6_rescue_6fab4e2d	"Old man"	She'll have inhaled too much smoke in there. Her throat and lungs will have suffered serious injuries.	game/events/plot/prologue/day6.rpy	233	"Old man" "[what]"
day6_rescue_7229c3cc	mc.says	Do something!	game/events/plot/prologue/day6.rpy	236	mc.says "[what]"
day6_rescue_133a1142	"Old man"	I am.	game/events/plot/prologue/day6.rpy	238	"Old man" "[what]"
day6_rescue_f2893997		I finally notice the telltale glow of channeling from him and shortly afterwords the Shrinekeeper jerks to her side and begins a fit of coughing.	game/events/plot/prologue/day6.rpy	240	"[what]"
day6_rescue_1d851632	"Old healer"	I've done about as much as I can. Healing scalds and superficial burns is a far cry from healing internal ones, but I've done what I could. It's up to the spirits now.	game/events/plot/prologue/day6.rpy	245	"Old healer" "[what]"
day6_afternoon_a472b3d3		Everything after that was a blur.	game/events/plot/prologue/day6.rpy	254	"[what]"
day6_afternoon_f157d41b		There was no saving the temple after that but people worked together to ensure that the fire was largely contained. There should be no risk to the rest of the district.	game/events/plot/prologue/day6.rpy	254	"[what]"
day6_afternoon_f792c07e		Some older residents from nearby took in the Shrinekeepr assuring me they'd take care of her while she recovered.	game/events/plot/prologue/day6.rpy	254	"[what]"
day6_afternoon_0777fb4a		I guess even though the temple was largely neglected there were some people who still cared about her. I'm glad.	game/events/plot/prologue/day6.rpy	254	"[what]"
day6_afternoon_8926d596		Some people wanted to ask me questions, others were praising my heroism. But I don't feel heroic, just dead tired.	game/events/plot/prologue/day6.rpy	254	"[what]"
day6_afternoon_e7e0f96b		I don't quite remember how I made it back to my room. The last vestiges of adrenaline keeping me going are long gone and I just feel empty.	game/events/plot/prologue/day6.rpy	254	"[what]"
day6_afternoon_e8bc2b6c		I collapse in my bed and try to make sense of what's happened.	game/events/plot/prologue/day6.rpy	254	"[what]"
day6_afternoon_bcecb2e4		The dreams I've been having, they were real, weren't they? How?	game/events/plot/prologue/day6.rpy	254	"[what]"
day6_afternoon_50b2e475		And the exam... well, I missed it. I don't even feel bad about it; it all feels so small now.	game/events/plot/prologue/day6.rpy	254	"[what]"
day6_afternoon_ea12a683		I'm just glad I was able to act in time.	game/events/plot/prologue/day6.rpy	254	"[what]"
day6_afternoon_3b399808		It's still midday but I'm just so tired that I'm ready to sleep again.	game/events/plot/prologue/day6.rpy	254	"[what]"
day6_afternoon_1479da06		 Funny, the thrumming that's visited me each night has been my constant companion, but I can't hear it now. I almost miss it. 	game/events/plot/prologue/day6.rpy	285	"[what]"
day6_night_a20cefa7		...	game/events/plot/prologue/day6.rpy	293	"[what]"
day6_night_6a595e8e		I stir slightly, my senses returning to me.	game/events/plot/prologue/day6.rpy	293	"[what]"
day6_night_968c573d	mc.says	I must have slept straight through to evening.	game/events/plot/prologue/day6.rpy	299	mc.says "[what]"
day6_night_4b881b17	ts.says	It's been precisely 3 hours, 23 minutes and 19 seconds.	game/events/plot/prologue/day6.rpy	301	ts.says "[what]"
day6_night_ea6b57ec		I sit up in bed.	game/events/plot/prologue/day6.rpy	305	"[what]"
day6_night_e72e8eee	mc.says	Is someone there?	game/events/plot/prologue/day6.rpy	307	mc.says "[what]"
day6_night_0a62036d	ts.says	I've been here for a while now but I didn't wake you as it appeared that you needed rest.	game/events/plot/prologue/day6.rpy	309	ts.says "[what]"
day6_night_f3402ed9		I look around to find someone... floating(?) in the middle of my room.	game/events/plot/prologue/day6.rpy	316	"[what]"
day6_night_9d0e71b3	ts.says	Would you like to know how long I've been here?	game/events/plot/prologue/day6.rpy	320	ts.says "[what]"
day6_night_366208d5	mc.says	Who are you?	game/events/plot/prologue/day6.rpy	322	mc.says "[what]"
day6_night_8dca365c	ts.says	Ah, yes I suppose we've not been introduced yet from your perspective.	game/events/plot/prologue/day6.rpy	324	ts.says "[what]"
day6_night_fe72e494	ts.says	I'm... what humans might call a 'Time Spirit'.	game/events/plot/prologue/day6.rpy	324	ts.says "[what]"
day6_night_a18042d0	mc.says	A what? Wait you're a spirit??	game/events/plot/prologue/day6.rpy	332	mc.says "[what]"
day6_night_8effe2d9		So spirits are real? And she's a spirit of time? Is that even possible?	game/events/plot/prologue/day6.rpy	334	"[what]"
day6_night_433a05f7	ts.says	Yes. You should ask your questions so that I may answer them.	game/events/plot/prologue/day6.rpy	336	ts.says "[what]"
day6_night_cf832a2e	mc.says	I don't even know where to begin. How is this possible? What are you doing here?	game/events/plot/prologue/day6.rpy	338	mc.says "[what]"
day6_night_cc176868	ts.says	'This' is possible because you've attuned to me, and I to you, in a sense. To put it lightly, it's not usual, what we've done.	game/events/plot/prologue/day6.rpy	340	ts.says "[what]"
day6_night_3f2b8bc8	ts.says	As for my purpose now, well, that's a more delicate subject. One that I'm not ready to share fully. But the most pertinant aspect of my purpose now is to offer you my assistance.	game/events/plot/prologue/day6.rpy	340	ts.says "[what]"
day6_night_d5d26445		Of all the impossible things that have happened to me this week, this one really takes the cake.	game/events/plot/prologue/day6.rpy	348	"[what]"
day6_night_dd87d62f	mc.says	Ok... thank you, I guess? I don't know what you're offering, or what help you think I need, but I have about a million more questions if that's alright.	game/events/plot/prologue/day6.rpy	350	mc.says "[what]"
day6_night_afa017a0	ts.says	Questions that I'm sure you'll find the answers to soon, but not right now.	game/events/plot/prologue/day6.rpy	353	ts.says "[what]"
day6_night_98167a68	ts.says	You've had a long day but it's not through yet. There's some important business left unfinished.	game/events/plot/prologue/day6.rpy	353	ts.says "[what]"
day6_night_b0b92455	ts.says	I'll meet you again at the same time, right outside your door. But until then, you've got an exam to take.	game/events/plot/prologue/day6.rpy	353	ts.says "[what]"
day6_morning_take2_8d7ff719		It begins in my ears like usual, the thrumming loud and angry. But it continues now, not just in my head, but my whole body vibrates urgently.	game/events/plot/prologue/day6.rpy	376	"[what]"
day6_morning_take2_722ae6ab		The feeling crashes into me so suddenly my vision swims and I worry I might vomit. I'm glad I'm sitting in my bed as I feel I might collapse again.	game/events/plot/prologue/day6.rpy	376	"[what]"
day6_morning_take2_129c15ef		But then it subsides, as quickly as it comes, and my senses start to recover.	game/events/plot/prologue/day6.rpy	376	"[what]"
day6_morning_take2_14f473e0		I need to take a few moments to catch my breath. I'm thankful I didn't manage to eat anything today as I don't think I'd be able to keep it down.	game/events/plot/prologue/day6.rpy	376	"[what]"
day6_morning_take2_c21dca0d		The spirit must have done something to me, but if that was their idea of helping they must have a warped sense of what humans find helpful. I'm definitely not feeling any better.	game/events/plot/prologue/day6.rpy	376	"[what]"
day6_morning_take2_edddb6df		I look around the room, still sitting in my bed and it takes me a moment to realize that it's not evening anymore.	game/events/plot/prologue/day6.rpy	395	"[what]"
day6_morning_take2_53653eee		Outside the window the sun has just risen. Did I somehnow pass out all night without realizing?	game/events/plot/prologue/day6.rpy	395	"[what]"
day6_morning_take2_32a61f5f		I suppose so. I guess then it's time to face the reality of the situation. Though I may have helped save the Shrinekeeper I missed the qualification exam and so my admission will be rescinded.	game/events/plot/prologue/day6.rpy	395	"[what]"
day6_morning_take2_6ce43857		I start to gather my things to pack and then think better of it. I'll need time to make arrangements to travel home. I wonder if I can petition the school to let me use this room while I wait?	game/events/plot/prologue/day6.rpy	395	"[what]"
day6_morning_take2_3f5f82c8		I make my way to the administration office and manage to find a familiar face who greets me with a smile.	game/events/plot/prologue/day6.rpy	415	"[what]"
day6_morning_take2_129c5048	"Administrator"	Good morning, prospect. I do hope you're ready?	game/events/plot/prologue/day6.rpy	418	"Administrator" "[what]"
day6_morning_take2_a7f7740d		Ready? To leave? I suppose it's obvious they will have noted my absense and have just assumed I chickened out. So they've already begun the expulsion process, but I hope they'll still be receptive to my request.	game/events/plot/prologue/day6.rpy	420	"[what]"
day6_morning_take2_4356ed28	mc.says	Good morning, administrator. I'm afraid that's what I've come to talk to you about. I don't believe I'm quite ready yet.	game/events/plot/prologue/day6.rpy	424	mc.says "[what]"
day6_morning_take2_48c3d966		The administrators smile quickly turns into a frown.	game/events/plot/prologue/day6.rpy	427	"[what]"
day6_morning_take2_05f4e283	"Administrator"	Not ready? Well that won't do. We cannot and will not make exceptions.	game/events/plot/prologue/day6.rpy	429	"Administrator" "[what]"
day6_morning_take2_78e09a58	mc.says	I understand, I was just hoping you could accomodate me a few more nights while I make arrangements.	game/events/plot/prologue/day6.rpy	431	mc.says "[what]"
day6_morning_take2_2dd17e07	"Administrator"	A few more nights? Arrangements? I don't know what's gotten into you but we'll do no such thing.	game/events/plot/prologue/day6.rpy	434	"Administrator" "[what]"
day6_morning_take2_9e2b792c	"Administrator"	I'm shocked, to be quite honest. Your fundamentals professor spoke highly of your efforts. He said you'd made respectable progress given your limited background.	game/events/plot/prologue/day6.rpy	434	"Administrator" "[what]"
day6_morning_take2_61f1f857	"Administrator"	I don't know if you've just gotten cold feet or we've just been a bit too successful in scaring you kids into taking this exam seriously, but you're going to march out into the exam hall and steel yourself to give it your all.	game/events/plot/prologue/day6.rpy	434	"Administrator" "[what]"
day6_morning_take2_f84f0f63		The administrator ushers me out the door of the building.	game/events/plot/prologue/day6.rpy	445	"[what]"
day6_morning_take2_eb39de35	"Administrator"	We've taken a keen interest in you, you know. You better shape up and act with a little more confidence.	game/events/plot/prologue/day6.rpy	449	"Administrator" "[what]"
day6_morning_take2_0a42d42e		As usual they don't give me a chance to get a word in, but it's just as well given I have no idea what to say.	game/events/plot/prologue/day6.rpy	452	"[what]"
day6_morning_take2_a78c16ae		Did I make a mistake? Was the exam not yesterday? No, I'm sure it was, but...	game/events/plot/prologue/day6.rpy	452	"[what]"
day6_morning_take2_06ee48c0		What had the time spirit told me? They said I had an exam to take. That didn't make sense to me before, I thought they were speaking metaphorically.	game/events/plot/prologue/day6.rpy	452	"[what]"
day6_morning_take2_2dd45d3d		But no, this is what they meant by helping me. They somehow sent me back in time.	game/events/plot/prologue/day6.rpy	452	"[what]"
day6_morning_take2_8502b777		I realize, it was their voice that gave me the push I needed to rush into town this morning, or the push I will need?	game/events/plot/prologue/day6.rpy	452	"[what]"
day6_morning_take2_c1ee44ec		I didn't notice it since the air has smelled of smoke all day but the fire, it's still going on at the temple isn't it?	game/events/plot/prologue/day6.rpy	452	"[what]"
day6_morning_take2_2f96db92		Which means that right now... judging by how high the Sun is, I should already be well on my way into town. Is that how this works?	game/events/plot/prologue/day6.rpy	452	"[what]"
day6_morning_take2_34273190		I make my way to the exam hall. Though I'm still a little early, students are already trickling in.	game/events/plot/prologue/day6.rpy	474	"[what]"
day6_morning_take2_3dfb4e8f		The time spirit told me that I needed to take the exam, so I have to trust them that even though I'm not heading into town again this time, it will still work out.	game/events/plot/prologue/day6.rpy	474	"[what]"
day6_morning_take2_8a93bad8		They've given me another chance. All that's left is to focus and not let it go to waste.	game/events/plot/prologue/day6.rpy	474	"[what]"
day6_morning_take2_exam_intro_f13e84fb	ti.says	Welcome prospects, after today I hope to welcome many of you as full students of the Academy. But first we'll see if you have what it takes.	game/events/plot/prologue/day6.rpy	501	ti.says "[what]"
day6_morning_take2_exam_intro_d58581dd	ti.says	The exam will be conducted in two phases. You'll find this is the norm for the rest of your time here at Qyburn.	game/events/plot/prologue/day6.rpy	501	ti.says "[what]"
day6_morning_take2_exam_intro_83bb0657	ti.says	First, the written portion will be conducted in this room. It will mostly cover what we've discussed in the lectures in class, however some additional material from the assigned reading may also appear for the overachievers among you who'd like to prove your knowledge of the material.	game/events/plot/prologue/day6.rpy	501	ti.says "[what]"
day6_morning_take2_exam_intro_9086a185	ti.says	Second, there will of course be a practical portion. You will be broken up into groups and each group assigned to a professor at the academy to proctor your exam.	game/events/plot/prologue/day6.rpy	501	ti.says "[what]"
day6_morning_take2_exam_intro_eaebf830	ti.says	Your proctor will ask you to demonstrate your ability to channel basic elemental spells. They may also present scenarios which you must respond to by channeling an appropriate spell, however agin this is an opportunity for those of you who've developed your skills further to prove that.	game/events/plot/prologue/day6.rpy	501	ti.says "[what]"
day6_morning_take2_exam_intro_79c30507	ti.says	The bar to pass and earn status as a full student is only high enough that we can be confident you have the potential to succeed here. We do not demand perfection.	game/events/plot/prologue/day6.rpy	501	ti.says "[what]"
day6_morning_take2_exam_intro_46aec784	ti.says	However your performance on this exam will determine your class placements as well as determine your initial ranking amongs your peers. You will find that your ranking may earn you other priveleges during your time here.	game/events/plot/prologue/day6.rpy	501	ti.says "[what]"
day6_morning_take2_exam_intro_8da21c15	ti.says	And now I tire of the sound of my own voice so as I hand out the written exams I will leave you with these final words:	game/events/plot/prologue/day6.rpy	501	ti.says "[what]"
day6_morning_take2_exam_intro_a21085b0	ti.says	Potentia utendem est.	game/events/plot/prologue/day6.rpy	501	ti.says "[what]"
day6_morning_take2_written_exam_5a7ee09e		I open the exam booklet and turn to the first page.	game/events/plot/prologue/day6.rpy	544	"[what]"
day6_morning_take2_written_exam_1f906e01		"Name the six spiritual elements and give an example of a valid spell that one could channel by attuning that element."	game/events/plot/prologue/day6.rpy	544	"[what]"
day6_morning_take2_written_exam_165c4aa4		I know this. In fact, as I flip through the pages, I know each of these.	game/events/plot/prologue/day6.rpy	544	"[what]"
day6_morning_take2_written_exam_b4a5d5cb		It isn't until I get to the final two questions that I'm stumped.	game/events/plot/prologue/day6.rpy	555	"[what]"
day6_morning_take2_written_exam_6f5eae58		Something about Snell's Law of light refraction and it's application in casting light across disprate media... the question goes well over my head.	game/events/plot/prologue/day6.rpy	555	"[what]"
day6_morning_take2_written_exam_5446617c		But despite that, I feel good about this. I feel like I answered enough questions on the written portion to clear the bar for passing the exam.	game/events/plot/prologue/day6.rpy	555	"[what]"
day6_morning_take2_written_exam_e55899bb		I make a feeble guess at the last two questions, because hey why not, and turn in my completed booklet.	game/events/plot/prologue/day6.rpy	555	"[what]"
day6_morning_take2_written_exam_2b416fc7	ti.says	And that concludes the written portion of the exam.	game/events/plot/prologue/day6.rpy	570	ti.says "[what]"
day6_morning_take2_written_exam_01ceeeea		The fundamentals instructor reenters the room with a entourage of a dozen other professors in tow.	game/events/plot/prologue/day6.rpy	572	"[what]"
day6_morning_take2_written_exam_ad6f2897	ti.says	We will now assign you each to a groups proctored by my colleagues here. Please follow report to your proctor and follow them outside as your name is called.	game/events/plot/prologue/day6.rpy	575	ti.says "[what]"
day6_morning_take2_written_exam_3e798005		The proctors go through the roster of examinees one by one and file out of the hall.	game/events/plot/prologue/day6.rpy	578	"[what]"
day6_morning_take2_written_exam_c99f745e		A handful of names receive no response, I guess there were some genuine no shows after all.	game/events/plot/prologue/day6.rpy	578	"[what]"
day6_morning_take2_written_exam_890d061d		I can't help but wonder if that's what happened earlier when I was in town and not here. Except, wait, I'm currently also in town, so I was always here taking the exam all along? It hurts my head to think about - I'll have to ask the Time Spirit when I next get the chance.	game/events/plot/prologue/day6.rpy	578	"[what]"
day6_morning_take2_written_exam_ffd3f3bd		Finally my name is called and I go to join my proctor on the field where we'll take our practical exam.	game/events/plot/prologue/day6.rpy	578	"[what]"
day6_morning_take2_exam_element_choice_77a642c7		Fire? No. Not fire. I pick another.	game/events/plot/prologue/day6.rpy	609	"[what]"
day6_morning_take2_practical_exam_aa9aa177		There are 6 of us lined up on the grass. We're not that far from the next group over being proctored by another professor.	game/events/plot/prologue/day6.rpy	622	"[what]"
day6_morning_take2_practical_exam_5aa60a2b	"Proctor"	 Alright, listen up. I'll first go through and make sure you each even know what channeling is. Take a moment to attune to your element of choice. 	game/events/plot/prologue/day6.rpy	625	"Proctor" "[what]"
day6_morning_take2_practical_exam_6d40cb75		I attune myself to [entrance_exam_chosen_element] and await the instructors instructions.	game/events/plot/prologue/day6.rpy	632	"[what]"
day6_morning_take2_practical_exam_5122e881		I'm a little surprised I'm totally calm.	game/events/plot/prologue/day6.rpy	632	"[what]"
day6_morning_take2_practical_exam_e859a75f		Rushing into a burning building, channeling the only thing between you and death, has a way of really making regular old channeling a lot less stressful.	game/events/plot/prologue/day6.rpy	632	"[what]"
day6_morning_take2_practical_exam_bcf5de91	"Proctor"	Good, now, one at a time, I need you to each channel any simple spell you can, then release your element. Starting from you at the far end, go.	game/events/plot/prologue/day6.rpy	641	"Proctor" "[what]"
day6_morning_take2_practical_exam_ea6c49f2		One by one we each make a simple demonstration of our ability.	game/events/plot/prologue/day6.rpy	644	"[what]"
day6_morning_take2_practical_exam_b9fa31fa		The first student must have attuned to wind as a gust picks up too suddenly and too strongly to be natural. It carries with it the sent of smoke.	game/events/plot/prologue/day6.rpy	644	"[what]"
day6_morning_take2_practical_exam_0a613f79		After the proctor gives their assent, the wind stops.	game/events/plot/prologue/day6.rpy	644	"[what]"
day6_morning_take2_practical_exam_195589de		The second student seems to falter for a second, and I can't see the effect they're supposed to be creating at first, but then notice a faint glow just in front of their nose, casting their face slightly brighter than before. It's a clear day and the sun is bright so it's hard to tell.	game/events/plot/prologue/day6.rpy	644	"[what]"
day6_morning_take2_practical_exam_5d285651		The proctor doesn't seem to be concerned and grunts for the student to stop.	game/events/plot/prologue/day6.rpy	644	"[what]"
day6_morning_take2_practical_exam_8f350338		I'm fifth in line and the student just before me attunes to fire.	game/events/plot/prologue/day6.rpy	644	"[what]"
day6_morning_take2_practical_exam_676919da		I state transfixes at the small flame they create in their cupped hands, sheltering it from the wind.	game/events/plot/prologue/day6.rpy	644	"[what]"
day6_morning_take2_practical_exam_41408297		I don't hear what the instructor says and can't look away from the dancing flame. Even when the student dismisses it, I still see the afterimage. I can feel the intensity of the heat. I can hear the cracking of wood collapsing onto the inferno.	game/events/plot/prologue/day6.rpy	644	"[what]"
day6_morning_take2_practical_exam_b9307123	"Proctor"	Hey! You! I can tell you're attuning [entrance_exam_chosen_element], don't you know how to channel it?	game/events/plot/prologue/day6.rpy	668	"Proctor" "[what]"
day6_morning_take2_practical_exam_755060ca		I snap back to reality. I can't slip up now.	game/events/plot/prologue/day6.rpy	671	"[what]"
day6_morning_take2_practical_exam_1601c010		I channel some water.	game/events/plot/prologue/day6.rpy	675	"[what]"
day6_morning_take2_practical_exam_d249127d		I channel some wind.	game/events/plot/prologue/day6.rpy	677	"[what]"
day6_morning_take2_practical_exam_b70d3f31		I channel some light.	game/events/plot/prologue/day6.rpy	679	"[what]"
day6_morning_take2_practical_exam_441ff6c8		I channel some life.	game/events/plot/prologue/day6.rpy	681	"[what]"
day6_morning_take2_practical_exam_1a3cdf10		I channel some kinesis.	game/events/plot/prologue/day6.rpy	683	"[what]"
day6_morning_take2_practical_exam_2a6a7e16		The proctor seems satisfied and I try to shake off the feeling from before.	game/events/plot/prologue/day6.rpy	685	"[what]"
day6_morning_take2_practical_exam_7d375707	"Proctor"	Good. You all can at least can channel something. Next I'll be testing your endurance.	game/events/plot/prologue/day6.rpy	687	"Proctor" "[what]"
day6_morning_take2_practical_exam_3b3df0b1	"Proctor"	One by one I'll be calling on you again to channel your chosen spells. This time, however, I need you to maintain the effect for as long as you can. I'll be timing you.	game/events/plot/prologue/day6.rpy	687	"Proctor" "[what]"
day6_morning_take2_practical_exam_9b5db19d	"Proctor"	You'll need to last at least 20 seconds to get a passing mark. If you can somehow reach 5 minutes I'll call you there, don't need you passing out on me.	game/events/plot/prologue/day6.rpy	687	"Proctor" "[what]"
day6_morning_take2_practical_exam_ae441142	"Proctor"	Don't attune early as you'll just tire yourself out. I'll give you a moment to reattune when I get to you.	game/events/plot/prologue/day6.rpy	687	"Proctor" "[what]"
day6_morning_take2_practical_exam_b54ebb59	"Proctor"	Again starting from the far end, go.	game/events/plot/prologue/day6.rpy	687	"Proctor" "[what]"
day6_morning_take2_practical_exam_38c3990a		Once more we each attune and sustain our channeling while the proctor times us and notes our times on their board.	game/events/plot/prologue/day6.rpy	702	"[what]"
day6_morning_take2_practical_exam_1e0788f3		Each of us just repeats what we had done before just holding the effect for longer.	game/events/plot/prologue/day6.rpy	702	"[what]"
day6_morning_take2_practical_exam_567ecf2b		I don't risk looking at the 4th student's flames this time, instead counting the seconds before they had to stop. I'm not sure if my count was fast, but they seemed to last nearly a minute.	game/events/plot/prologue/day6.rpy	702	"[what]"
day6_morning_take2_practical_exam_d1bdc531		I repeat my performance again as well, and try to maintain the effect as long as I can.	game/events/plot/prologue/day6.rpy	702	"[what]"
day6_morning_take2_practical_exam_343cf729		I feel the time passing but I can't really tell how long it's been. I'm honestly not even that tired when I finally hear the proctor call out.	game/events/plot/prologue/day6.rpy	702	"[what]"
day6_morning_take2_practical_exam_144f68e6	"Proctor"	That's enough, that's 300 seconds. Next!	game/events/plot/prologue/day6.rpy	718	"Proctor" "[what]"
day6_morning_take2_practical_exam_974b22c9		300 seconds? I made it the full 5 minutes then. I let myself be a little impressed at my own performance.	game/events/plot/prologue/day6.rpy	720	"[what]"
day6_morning_take2_practical_exam_80caa9f1	"Proctor"	Alright that will conclude the basic practical examination.	game/events/plot/prologue/day6.rpy	723	"Proctor" "[what]"
day6_morning_take2_practical_exam_52e5f122	"Proctor"	As will already have been explained to you, we'll be going through a few scenario exercises as well. Feel free to sit this out if you don't think you can keep channeling from here.	game/events/plot/prologue/day6.rpy	723	"Proctor" "[what]"
day6_morning_take2_practical_exam_70a2988d	"Proctor"	This time you'll all be channeling at once. Make sure you release all spiritual elements, don't attune to anything until I finish giving you the scenario and tell you to go.	game/events/plot/prologue/day6.rpy	723	"Proctor" "[what]"
day6_morning_take2_practical_exam_26862c10	"Proctor"	Then you'll all as quickly as you can respond by attuning to whatever element you'd like and channeling any spell you feel would be an appropriate response to that scenario.	game/events/plot/prologue/day6.rpy	723	"Proctor" "[what]"
day6_morning_take2_practical_exam_d315136f	"Proctor"	I'll be grading you on your reaction time and the hypothetical efficacy of your responses.	game/events/plot/prologue/day6.rpy	723	"Proctor" "[what]"
day6_morning_take2_practical_exam_1a3efb4a	"Proctor"	Now we'd better hop to it, most other exam groups have already finished because you lot decided to show off during the endurance portion.	game/events/plot/prologue/day6.rpy	723	"Proctor" "[what]"
day6_morning_take2_practical_exam_a65d581e	"Proctor"	Scenario 1: 	game/events/plot/prologue/day6.rpy	746	"Proctor" "[what]"
day6_morning_take2_practical_exam_00975515		I do the magic.	game/events/plot/prologue/day6.rpy	748	"[what]"
day6_morning_take2_practical_exam_c51af7bd		I wasn't very tired before but I'm starting to feel it catch up to me now.	game/events/plot/prologue/day6.rpy	750	"[what]"
day6_morning_take2_practical_exam_2f7925c9	"Proctor"	Scenario 2: 	game/events/plot/prologue/day6.rpy	752	"Proctor" "[what]"
day6_morning_take2_practical_exam_00975515_1		I do the magic.	game/events/plot/prologue/day6.rpy	754	"[what]"
day6_morning_take2_practical_exam_bd3ff0fd	"Proctor"	Alright now, last one. Scenario 3: You're walking through the woods alone at night when all of a sudden, Shia Le Bouf!	game/events/plot/prologue/day6.rpy	756	"Proctor" "[what]"
day6_morning_take2_practical_exam_00975515_2		I do the magic.	game/events/plot/prologue/day6.rpy	759	"[what]"
day6_morning_take2_after_exam_d7f8e574		After the exam, I'm tired and I come back to my room.	game/events/plot/prologue/day6.rpy	766	"[what]"
day6_morning_take2_after_exam_9f5794a3		Oh hey, it's time spirit. Hi time spirit!	game/events/plot/prologue/day6.rpy	768	"[what]"
day6_morning_take2_after_exam_300636e5	ts.says	Hey.	game/events/plot/prologue/day6.rpy	770	ts.says "[what]"
day6_morning_take2_after_exam_2ded5673		The end.	game/events/plot/prologue/day6.rpy	772	"[what]"
unscheduled_morning_encounter_ceefe890_1		The next morning, I wake to the sound of an explosion.	game/events/plot/prologue/prologue.rpy	12	"[what]"
unscheduled_morning_encounter_67264514_1		I rush out into the hall, still dressed in my traveling clothes from last night.	game/events/plot/prologue/prologue.rpy	16	"[what]"
unscheduled_morning_encounter_c71d76b3_1	wg.says	Shit!	game/events/plot/prologue/prologue.rpy	20	wg.says "[what]"
unscheduled_morning_encounter_61e4e3cd_1		I find another student standing in a door frame, the door itself dangling on a single hinge.	game/events/plot/prologue/prologue.rpy	24	"[what]"
unscheduled_morning_encounter_ba663ef8_1	mc.says	What happened? Are you alright?	game/events/plot/prologue/prologue.rpy	26	mc.says "[what]"
unscheduled_morning_encounter_edc10fc2_1	wg.says	Yeah, it's... none of your business. You better not tell anyone about this, OK?	game/events/plot/prologue/prologue.rpy	28	wg.says "[what]"
unscheduled_morning_encounter_37dd7c8a_1		By this point I've made my way in front of the room with the broken door and I'm trying to peek around her to get a better look inside the room.	game/events/plot/prologue/prologue.rpy	30	"[what]"
unscheduled_morning_encounter_1d0f9036_1	mc.says	Sure, but do you need any help?	game/events/plot/prologue/prologue.rpy	33	mc.says "[what]"
unscheduled_morning_encounter_f01d8492_1		I don't see any flames or major signs of destruction, but a lot of things are strewn across the floor along with a some shattered glass.	game/events/plot/prologue/prologue.rpy	35	"[what]"
unscheduled_morning_encounter_87c8c56b_1	wg.says	It's fine, I don't need help.	game/events/plot/prologue/prologue.rpy	38	wg.says "[what]"
unscheduled_morning_encounter_30811bb2_1		She really didn't look like she wanted anyone bothering her.	game/events/plot/prologue/prologue.rpy	44	"[what]"
unscheduled_morning_encounter_92d9cae1_1	mc.says	Ok, well I'll see you around I guess.	game/events/plot/prologue/prologue.rpy	46	mc.says "[what]"
unscheduled_morning_encounter_254f979b_1		I leave her looking troubled but a little releived and head out onto campus.	game/events/plot/prologue/prologue.rpy	48	"[what]"
unscheduled_morning_encounter_f0ca36a2_1		She doesn't look like she really wants anyone bothering her, but I'm driven more by curiosity at this point than anything else.	game/events/plot/prologue/prologue.rpy	53	"[what]"
unscheduled_morning_encounter_b81a40c2_1	mc.says	Look, just let me help you, it'll be faster with two people.	game/events/plot/prologue/prologue.rpy	56	mc.says "[what]"
unscheduled_morning_encounter_exploring_campus_morning1_0ae9bcd0_1			game/events/plot/prologue/prologue.rpy	63	"[what]"
